ma_uc,stt,ma_phan_he,phan_he,ten_uc,actor_chinh,actor_phu,bi_danh,bmt,so_trans,do_phuc_tap,la_tu_dong,pham_vi,trang_thai,nhom_excel,ghi_chu
UC-1909,1909,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục mã loại đảm bảo cấp tín dụng,QTHT,,,B,3,Đơn giản,,,,,
UC-1910,1910,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục mã loại đảm bảo cấp tín dụng,QTHT,,,B,2,Đơn giản,,,,,
UC-1911,1911,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục mã loại đảm bảo cấp tín dụng,QTHT,,,B,2,Đơn giản,,,,,
UC-1912,1912,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý Danh mục mã mục đích phát hành trái phiếu,QTHT,,,B,4,Trung bình,,,,,
UC-1913,1913,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục mã mục đích phát hành trái phiếu,QTHT,,,B,3,Đơn giản,,,,,
UC-1914,1914,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục mã mục đích phát hành trái phiếu,QTHT,,,B,3,Đơn giản,,,,,
UC-1915,1915,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục mã mục đích phát hành trái phiếu,QTHT,,,B,2,Đơn giản,,,,,
UC-1916,1916,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục mã mục đích phát hành trái phiếu,QTHT,,,B,2,Đơn giản,,,,,
UC-1917,1917,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý Danh mục mã hình thức xử lý nợ xấu,QTHT,,,B,4,Trung bình,,,,,
UC-1918,1918,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục mã hình thức xử lý nợ xấu,QTHT,,,B,3,Đơn giản,,,,,
UC-1919,1919,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục mã hình thức xử lý nợ xấu,QTHT,,,B,3,Đơn giản,,,,,
UC-1920,1920,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục mã hình thức xử lý nợ xấu,QTHT,,,B,2,Đơn giản,,,,,
UC-1921,1921,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục mã hình thức xử lý nợ xấu,QTHT,,,B,2,Đơn giản,,,,,
UC-1922,1922,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý Danh mục mã nghiệp vụ cam kết ngoại bảng,QTHT,,,B,4,Trung bình,,,,,
UC-1923,1923,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục mã nghiệp vụ cam kết ngoại bảng,QTHT,,,B,3,Đơn giản,,,,,
UC-1924,1924,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục mã nghiệp vụ cam kết ngoại bảng,QTHT,,,B,3,Đơn giản,,,,,
UC-1925,1925,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục mã nghiệp vụ cam kết ngoại bảng,QTHT,,,B,2,Đơn giản,,,,,
UC-1926,1926,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục mã nghiệp vụ cam kết ngoại bảng,QTHT,,,B,2,Đơn giản,,,,,
UC-1927,1927,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý Danh mục mã lý do phân nhóm nợ,QTHT,,,B,4,Trung bình,,,,,
UC-1928,1928,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục mã lý do phân nhóm nợ,QTHT,,,B,3,Đơn giản,,,,,
UC-1929,1929,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục mã lý do phân nhóm nợ,QTHT,,,B,3,Đơn giản,,,,,
UC-1930,1930,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục mã lý do phân nhóm nợ,QTHT,,,B,2,Đơn giản,,,,,
UC-1931,1931,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục mã lý do phân nhóm nợ,QTHT,,,B,2,Đơn giản,,,,,
UC-1932,1932,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý Danh mục đầu mối báo cáo,QTHT,,,B,4,Trung bình,,,,,
UC-1933,1933,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục đầu mối báo cáo,QTHT,,,B,3,Đơn giản,,,,,
UC-1934,1934,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục đầu mối báo cáo,QTHT,,,B,3,Đơn giản,,,,,
UC-1935,1935,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục đầu mối báo cáo,QTHT,,,B,2,Đơn giản,,,,,
UC-1936,1936,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục đầu mối báo cáo,QTHT,,,B,2,Đơn giản,,,,,
UC-1937,1937,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý Danh mục khối TCTD,QTHT,,,B,4,Trung bình,,,,,
UC-1938,1938,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục khối TCTD,QTHT,,,B,3,Đơn giản,,,,,
UC-1939,1939,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục khối TCTD,QTHT,,,B,3,Đơn giản,,,,,
UC-1940,1940,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục khối TCTD,QTHT,,,B,2,Đơn giản,,,,,
UC-1941,1941,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục khối TCTD,QTHT,,,B,2,Đơn giản,,,,,
UC-1942,1942,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý Danh mục TCTD/CNTCTD,QTHT,,,B,4,Trung bình,,,,,
UC-1943,1943,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục TCTD/CNTCTD,QTHT,,,B,3,Đơn giản,,,,,
UC-1944,1944,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục TCTD/CNTCTD,QTHT,,,B,3,Đơn giản,,,,,
UC-1945,1945,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục TCTD/CNTCTD,QTHT,,,B,2,Đơn giản,,,,,
UC-1946,1946,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục TCTD/CNTCTD,QTHT,,,B,2,Đơn giản,,,,,
UC-1947,1947,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý Danh mục TCTD/CNTCTD khác,QTHT,,,B,4,Trung bình,,,,,
UC-1948,1948,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục TCTD/CNTCTD khác,QTHT,,,B,3,Đơn giản,,,,,
UC-1949,1949,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục TCTD/CNTCTD khác,QTHT,,,B,3,Đơn giản,,,,,
UC-1950,1950,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục TCTD/CNTCTD khác,QTHT,,,B,2,Đơn giản,,,,,
UC-1951,1951,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục TCTD/CNTCTD khác,QTHT,,,B,2,Đơn giản,,,,,
UC-1952,1952,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý Danh mục nhóm loại TCTD,QTHT,,,B,4,Trung bình,,,,,
UC-1953,1953,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục nhóm loại TCTD,QTHT,,,B,3,Đơn giản,,,,,
UC-1954,1954,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục nhóm loại TCTD,QTHT,,,B,3,Đơn giản,,,,,
UC-1955,1955,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục nhóm loại TCTD,QTHT,,,B,2,Đơn giản,,,,,
UC-1956,1956,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục nhóm loại TCTD,QTHT,,,B,2,Đơn giản,,,,,
UC-1957,1957,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý Danh mục vùng miền,QTHT,,,B,4,Trung bình,,,,,
UC-1958,1958,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục vùng miền,QTHT,,,B,3,Đơn giản,,,,,
UC-1959,1959,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục vùng miền,QTHT,,,B,3,Đơn giản,,,,,
UC-1960,1960,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục vùng miền,QTHT,,,B,2,Đơn giản,,,,,
UC-1961,1961,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục vùng miền,QTHT,,,B,2,Đơn giản,,,,,
UC-1962,1962,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý Danh mục quận huyện,QTHT,,,B,4,Trung bình,,,,,
UC-1963,1963,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục quận huyện,QTHT,,,B,3,Đơn giản,,,,,
UC-1964,1964,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục quận huyện,QTHT,,,B,3,Đơn giản,,,,,
UC-1965,1965,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục quận huyện,QTHT,,,B,2,Đơn giản,,,,,
UC-1966,1966,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục quận huyện,QTHT,,,B,2,Đơn giản,,,,,
UC-1967,1967,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý Danh mục loại hình doanh nghiệp,QTHT,,,B,4,Trung bình,,,,,
UC-1968,1968,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục loại hình doanh nghiệp,QTHT,,,B,3,Đơn giản,,,,,
UC-1969,1969,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục loại hình doanh nghiệp,QTHT,,,B,3,Đơn giản,,,,,
UC-1970,1970,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục loại hình doanh nghiệp,QTHT,,,B,2,Đơn giản,,,,,
UC-1971,1971,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục loại hình doanh nghiệp,QTHT,,,B,2,Đơn giản,,,,,
UC-1972,1972,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Quản lý danh mục tỷ giá,QTHT,,,B,4,Trung bình,,,,,
UC-1973,1973,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Tra cứu danh mục tỷ giá,QTHT,,,B,3,Đơn giản,,,,,
UC-1974,1974,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Hết hiệu lực/Hiệu lực danh mục tỷ giá,QTHT,,,B,3,Đơn giản,,,,,
UC-1975,1975,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Phê duyệt danh mục tỷ giá,QTHT,,,B,2,Đơn giản,,,,,
UC-1976,1976,HTVH,"HỖ TRỢ VẬN HÀNH, TÁC NGHIỆP",Từ chối danh mục tỷ giá,QTHT,,,B,2,Đơn giản,,,,,
UC-1977,1977,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tiêu chí tỷ lệ hồ sơ của tổ chức có đủ chỉ tiêu theo quy định,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1978,1978,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ của tổ chức lỗi,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1979,1979,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo thời gian gửi tệp D101 so với tệp D321,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1980,1980,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ cá nhân có đủ chỉ tiêu theo quy định,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1981,1981,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ cá nhân lỗi,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1982,1982,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo thời gian gửi tệp D102 so với tệp D322,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1983,1983,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ chủ thẻ tín dụng có đủ chỉ tiêu theo quy định,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1984,1984,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ chủ thẻ tín dụng lỗi,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1985,1985,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo thời gian gửi tệp D113 so với tệp D33,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1986,1986,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ khách hàng có báo cáo lưu chuyển tiền tệ,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1987,1987,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ BCTC lỗi,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1988,1988,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ báo cáo tài chính gửi bằng file,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1989,1989,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ gửi báo cáo tài chính so với tổng sổ khách hàng có dư nợ,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1990,1990,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ thông tin quan hệ tín dụng khách hàng vay có đủ chỉ tiêu theo quy định,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1991,1991,BCTK,BÁO CÁO THỐNG KÊ,"Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ quan hệ tín dụng
 bi lỗi so với tổng hồ sơ quan hê tín dụng đã gửi","CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1992,1992,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tiêu chí thời gian gửi tệp D32,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1993,1993,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tiêu chí thông tin hợp đồng tín dụng cuối tháng có đủ chỉ tiêu theo quy định,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1994,1994,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ hợp đồng tín dụng cuối tháng bị lỗi so với số lượng hồ sơ hợp đồng tín dụng cuối tháng đã gửi,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1995,1995,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo thời gian gửi tệp K31X3,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1996,1996,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ khế ước có đủ chỉ tiêu theo quy định,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1997,1997,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ họp đồng tín dụng phát sinh bị lỗi so với số lượng hợp đồng tín dụng phát sinh đã gửi,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1998,1998,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ số kỳ đã báo cáo so với tổng số kỳ phải báo cáo trong tháng,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-1999,1999,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo thời gian gửi tệp K3IX,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2000,2000,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ tình trạng tài khoản thẻ tín dụng đủ chỉ tiêu theo quy định,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2001,2001,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ tình trạng tài khoản thẻ tín dụng bị lỗi so với số lượng hồ sơ tình trạng tài khoản thẻ tín dụng dã gửi,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2002,2002,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo thời gian gửi tệp D33,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2003,2003,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ bảo đảm tiền vay có đủ chỉ tiêu theo quy định,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2004,2004,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ bảo đảm tiền vay bị lỗi so với sổ lượng hồ sơ bảo đảm tiền vay đã gửi,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2005,2005,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo thời gian gửi tệp D4,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2006,2006,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ trái phiếu có đủ chỉ tiêu theo quy định,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2007,2007,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo số lượng hồ sơ trái phiếu bị lỗi so với so lượng hồ sơ trái phiếu đã gửi,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2008,2008,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo thời gian gửi tệp D5,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2009,2009,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ danh sách khách hàng vay theo phân loại nợ có đủ chỉ tiêu theo quy định,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2010,2010,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ danh sách khách hàng vay theo phân loại nợ bị lỗi so với so lượng hồ sơ danh sách khách hàng vay đã gửi,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2011,2011,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo thời gian gửi tệp T02DS,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2012,2012,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ kết quả phân loại nợ có đủ chỉ tiêu theo quy định,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2013,2013,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo tỷ lệ hồ sơ kết quả phân loại nợ bị lỗi so với số lượng hồ sơ kết quả phản loại nợ đã gửi,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2014,2014,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chấm điểm TCTD theo thời gian gửi tệp T02G,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2015,2015,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê các tài khoản không được sử dụng trong khoảng thời gian,"CB-KSDL, LĐ-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2016,2016,BCTK,BÁO CÁO THỐNG KÊ,Thống kê quyền đã được cấp mà người dùng không sử dụng hoặc đã lâu không sử dụng.,QTHT,,,B,4,Trung bình,,,,,
UC-2017,2017,BCTK,BÁO CÁO THỐNG KÊ,Thống kê lịch sử phân quyền,QTHT,,,B,4,Trung bình,,,,,
UC-2018,2018,BCTK,BÁO CÁO THỐNG KÊ,Thống kê lịch sử truy cập và thao tác dữ liệu của người sử dụng.,QTHT,,,B,4,Trung bình,,,,,
UC-2019,2019,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tình hình gửi tệp báo cáo của đơn vị báo cáo,QTHT,,,B,4,Trung bình,,,,,
UC-2020,2020,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê tình hình tiếp nhận tệp dữ liệu định kỳ có cấu trúc đã xác định,QTHT,,,B,4,Trung bình,,,,,
UC-2021,2021,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê tình hình tiếp nhận tệp dữ liệu điều chỉnh có cấu trúc đã xác định,QTHT,,,B,4,Trung bình,,,,,
UC-2022,2022,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê tình hình tiếp nhận tệp dữ liệu có cấu trúc chưa xác định,QTHT,,,B,4,Trung bình,,,,,
UC-2023,2023,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê tình hình tiếp nhận tệp dữ liệu phi cấu trúc,QTHT,,,B,4,Trung bình,,,,,
UC-2024,2024,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê tình hình tiếp nhận dữ liệu xử lý thủ công,QTHT,,,B,4,Trung bình,,,,,
UC-2025,2025,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê tình hình xử lý file dữ liệu lần đầu,QTHT,,,B,4,Trung bình,,,,,
UC-2026,2026,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo Thống kê tình hình xử lý dữ liệu điều chỉnh (tệp C),QTHT,,,B,4,Trung bình,,,,,
UC-2027,2027,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo Thống kê tình hình xử lý dữ liệu điều chỉnh (tệp E),QTHT,,,B,4,Trung bình,,,,,
UC-2028,2028,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo Thống kê tình hình xử lý hồ sơ lỗi,QTHT,,,B,4,Trung bình,,,,,
UC-2029,2029,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê tình hình xử lý hồ sơ chờ xem xét,QTHT,,,B,4,Trung bình,,,,,
UC-2030,2030,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê tình hình kiểm tra sai lệch số liệu đã tiếp nhận,QTHT,,,B,4,Trung bình,,,,,
UC-2031,2031,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê tình hình xử lý hồ sơ thông tin pháp lý,QTHT,,,B,4,Trung bình,,,,,
UC-2032,2032,BCTK,BÁO CÁO THỐNG KÊ,Thống kê về mã CIC cấp mới,QTHT,,,B,4,Trung bình,,,,,
UC-2033,2033,BCTK,BÁO CÁO THỐNG KÊ,Thống kê về tình hình gán mã CIC,QTHT,,,B,4,Trung bình,,,,,
UC-2034,2034,BCTK,BÁO CÁO THỐNG KÊ,Thống kê về tình hình gộp mã CIC,QTHT,,,B,4,Trung bình,,,,,
UC-2035,2035,BCTK,BÁO CÁO THỐNG KÊ,Thống kê về tình hình tách mã CIC,QTHT,,,B,4,Trung bình,,,,,
UC-2036,2036,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo tình trạng xử lý khách hàng đã tất toán khoản vay,QTHT,,,B,4,Trung bình,,,,,
UC-2037,2037,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo tình trạng xử lý khách hàng đã đóng thẻ tín dụng,QTHT,,,B,4,Trung bình,,,,,
UC-2038,2038,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo tình trạng xử lý khách hàng đã tất toán trái phiếu,QTHT,,,B,4,Trung bình,,,,,
UC-2039,2039,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo tình hình xử lý đề nghị điều chỉnh nội bộ CIC,QTHT,,,B,4,Trung bình,,,,,
UC-2040,2040,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo tình hình xử lý đề nghị điều chỉnh từ đơn vị hỏi tin,QTHT,,,B,4,Trung bình,,,,,
